IsPanel	Description	Gene	Lookup_Transcript	Reported_Transcript
0	NA	LRCH4	NM_002319.3	NM_002319
0	NA	LRFN1	NM_020862.1	NM_020862
0	NA	LRFN2	NM_020737.1	NM_020737
0	NA	LRFN3	NM_024509.1	NM_024509
0	NA	LRFN4	NM_024036.4	NM_024036
0	NA	LRFN5	NM_152447.3	NM_152447
0	NA	LRG1	NM_052972.2	NM_052972
0	NA	LRGUK	NM_144648.1	NM_144648
0	NA	LRIF1	NM_018372.3	NM_018372
0	NA	LRIG1	NM_015541.2	NM_015541
0	NA	LRIG2	NM_014813.1	NM_014813
0	NA	LRIG3	NM_153377.4	NM_153377
0	NA	LRIT1	NM_015613.2	NM_015613
0	NA	LRIT2	NM_001017924.2	NM_001017924
0	NA	LRIT3	NM_198506.4	NM_198506
0	NA	LRMP	NM_001204126.1	NM_001204126
0	NA	LRP1	NM_002332.2	NM_002332
0	NA	LRP10	NM_014045.3	NM_014045
0	NA	LRP11	NM_032832.5	NM_032832
0	NA	LRP12	NM_013437.4	NM_013437
0	NA	LRP1B	NM_018557.2	NM_018557
0	NA	LRP2	NM_004525.2	NM_004525
0	NA	LRP2BP	NM_018409.3	NM_018409
0	NA	LRP3	NM_002333.3	NM_002333
0	NA	LRP4	NM_002334.3	NM_002334
0	NA	LRP5	NM_002335.2	NM_002335
0	NA	LRP5L	NM_001135772.1	NM_001135772
0	NA	LRP6	NM_002336.2	NM_002336
0	NA	LRP8	NM_004631.4	NM_004631
0	NA	LRPAP1	NM_002337.3	NM_002337
0	NA	LRPPRC	NM_133259.3	NM_133259
0	NA	LRR1	NM_152329.3	NM_152329
0	NA	LRRC1	NM_018214.4	NM_018214
0	NA	LRRC10	NM_201550.2	NM_201550
0	NA	LRRC10B	NM_001145077.1	NM_001145077
0	NA	LRRC14	NM_014665.3	NM_014665
0	NA	LRRC14B	NM_001080478.1	NM_001080478
0	NA	LRRC15	NM_130830.4	NM_130830
0	NA	LRRC16A	NM_017640.5	NM_017640
0	NA	LRRC16B	NM_138360.3	NM_138360
0	NA	LRRC17	NM_001031692.2	NM_001031692
0	NA	LRRC18	NM_001006939.3	NM_001006939
0	NA	LRRC19	NM_022901.2	NM_022901
0	NA	LRRC2	NM_024512.4	NM_024512
0	NA	LRRC20	NM_207119.2	NM_207119
0	NA	LRRC23	NM_201650.2	NM_201650
0	NA	LRRC24	NM_001024678.3	NM_001024678
0	NA	LRRC25	NM_145256.2	NM_145256
0	NA	LRRC26	NM_001013653.2	NM_001013653
0	NA	LRRC27	NM_030626.2	NM_030626
0	NA	LRRC28	NM_144598.2	NM_144598
0	NA	LRRC29	NM_001004055.1	NM_001004055
0	NA	LRRC3	NM_030891.3	NM_030891
0	NA	LRRC30	NM_001105581.1	NM_001105581
0	NA	LRRC31	NM_024727.3	NM_024727
0	NA	LRRC32	NM_005512.2	NM_005512
0	NA	LRRC33	NM_198565.1	NM_198565
0	NA	LRRC34	NM_001172779.1	NM_001172779
0	NA	LRRC36	NM_018296.5	NM_018296
0	NA	LRRC37A	NM_014834.4	NM_014834
0	NA	LRRC37A2	NM_001006607.2	NM_001006607
0	NA	LRRC37A3	NM_199340.2	NM_199340
0	NA	LRRC37B	NM_052888.2	NM_052888
0	NA	LRRC38	NM_001010847.1	NM_001010847
0	NA	LRRC39	NM_144620.3	NM_144620
0	NA	LRRC3B	NM_052953.2	NM_052953
0	NA	LRRC3C	NM_001195545.1	NM_001195545
0	NA	LRRC4	NM_022143.4	NM_022143
0	NA	LRRC40	NM_017768.4	NM_017768
0	NA	LRRC41	NM_006369.4	NM_006369
0	NA	LRRC42	NM_052940.4	NM_052940
0	NA	LRRC43	NM_001098519.1	NM_001098519
0	NA	LRRC45	NM_144999.2	NM_144999
0	NA	LRRC46	NM_033413.3	NM_033413
0	NA	LRRC47	NM_020710.2	NM_020710
0	NA	LRRC48	NM_031294.3	NM_031294
0	NA	LRRC49	NM_001199017.1	NM_001199017
0	NA	LRRC4B	NM_001080457.1	NM_001080457
0	NA	LRRC4C	NM_020929.2	NM_020929
0	NA	LRRC52	NM_001005214.3	NM_001005214
0	NA	LRRC55	NM_001005210.2	NM_001005210
0	NA	LRRC56	NM_198075.3	NM_198075
0	NA	LRRC57	NM_153260.2	NM_153260
0	NA	LRRC58	NM_001099678.1	NM_001099678
0	NA	LRRC59	NM_018509.3	NM_018509
0	NA	LRRC6	NM_012472.4	NM_012472
0	NA	LRRC61	NM_023942.2	NM_023942
0	NA	LRRC66	NM_001024611.1	NM_001024611
0	NA	LRRC69	NM_001129890.1	NM_001129890
0	NA	LRRC7	NM_020794.2	NM_020794
0	NA	LRRC70	NM_181506.4	NM_181506
0	NA	LRRC71	NM_144702.2	NM_144702
0	NA	LRRC72	NM_001195280.1	NM_001195280
0	NA	LRRC73	NM_001012974.2	NM_001012974
0	NA	LRRC8A	NM_001127245.1	NM_001127245
0	NA	LRRC8B	NM_001134476.1	NM_001134476
0	NA	LRRC8C	NM_032270.4	NM_032270
0	NA	LRRC8D	NM_018103.4	NM_018103
0	NA	LRRC8E	NM_025061.4	NM_025061
0	NA	LRRCC1	NM_033402.4	NM_033402
0	NA	LRRD1	NM_001161528.1	NM_001161528
0	NA	LRRFIP1	NM_001137552.1	NM_001137552
0	NA	LRRFIP2	NM_006309.2	NM_006309
0	NA	LRRIQ1	NM_001079910.1	NM_001079910
0	NA	LRRIQ3	NM_001105659.1	NM_001105659
0	NA	LRRIQ4	NM_001080460.1	NM_001080460
0	NA	LRRK1	NM_024652.3	NM_024652
0	NA	LRRK2	NM_198578.3	NM_198578
0	NA	LRRN1	NM_020873.5	NM_020873
0	NA	LRRN2	NM_201630.1	NM_201630
0	NA	LRRN3	NM_018334.4	NM_018334
0	NA	LRRN4	NM_152611.4	NM_152611
0	NA	LRRN4CL	NM_203422.3	NM_203422
0	NA	LRRTM1	NM_178839.4	NM_178839
0	NA	LRRTM2	NM_015564.2	NM_015564
0	NA	LRRTM3	NM_178011.3	NM_178011
0	NA	LRRTM4	NM_001134745.1	NM_001134745
0	NA	LRSAM1	NM_001005374.3	NM_001005374
0	NA	LRTM1	NM_020678.2	NM_020678
0	NA	LRTM2	NM_001163926.1	NM_001163926
0	NA	LRTOMT	NM_145309.5	NM_145309
0	NA	LRWD1	NM_152892.1	NM_152892
0	NA	LSAMP	NM_002338.3	NM_002338
0	NA	LSG1	NM_018385.2	NM_018385
0	NA	LSM1	NM_014462.2	NM_014462
0	NA	LSM10	NM_032881.1	NM_032881
0	NA	LSM11	NM_173491.2	NM_173491
0	NA	LSM12	NM_152344.3	NM_152344
0	NA	LSM14A	NM_015578.2	NM_015578
0	NA	LSM14B	NM_144703.2	NM_144703
0	NA	LSM2	NM_021177.4	NM_021177
0	NA	LSM3	NM_014463.2	NM_014463
0	NA	LSM4	NM_012321.4	NM_012321
0	NA	LSM5	NM_012322.2	NM_012322
0	NA	LSM6	NM_007080.2	NM_007080
0	NA	LSM7	NM_016199.2	NM_016199
0	NA	LSMD1	NM_032356.3	NM_032356
0	NA	LSP1	NM_001242932.1	NM_001242932
0	NA	LSR	NM_205834.3	NM_205834
0	NA	LSS	NM_001001438.2	NM_001001438
0	NA	LST1	NM_205838.2	NM_205838
0	NA	LTA	NM_001159740.2	NM_001159740
0	NA	LTA4H	NM_000895.2	NM_000895
0	NA	LTB	NM_002341.1	NM_002341
0	NA	LTB4R	NM_001143919	NM_001143919
0	NA	LTB4R2	NM_019839.4	NM_019839
0	NA	LTBP1	NM_206943.2	NM_206943
0	NA	LTBP2	NM_000428.2	NM_000428
0	NA	LTBP3	NM_001130144.2	NM_001130144
0	NA	LTBP4	NM_001042544.1	NM_001042544
0	NA	LTBR	NM_002342.2	NM_002342
0	NA	LTC4S	NM_145867.1	NM_145867
0	NA	LTF	NM_002343.3	NM_002343
0	NA	LTK	NM_002344.5	NM_002344
0	NA	LTN1	NM_015565.2	NM_015565
0	NA	LTV1	NM_032860.3	NM_032860
0	NA	LUC7L	NM_201412.1	NM_201412
0	NA	LUC7L3	NM_016424.4	NM_016424
0	NA	LUM	NM_002345.3	NM_002345
0	NA	LUZP1	NM_001142546.1	NM_001142546
0	NA	LUZP2	NM_001009909.3	NM_001009909
0	NA	LUZP4	NM_016383.3	NM_016383
0	NA	LXN	NM_020169.3	NM_020169
0	NA	LY6D	NM_003695.2	NM_003695
0	NA	LY6E	NM_002346.2	NM_002346
0	NA	LY6G5B	NM_021221.2	NM_021221
0	NA	LY6G5C	NM_025262.3	NM_025262
0	NA	LY6G6C	NM_025261.2	NM_025261
0	NA	LY6G6F	NM_001003693.1	NM_001003693
0	NA	LY6H	NM_001135655.1	NM_001135655
0	NA	LY6K	NM_017527.3	NM_017527
0	NA	LY75-CD302	NM_001198759.1	NM_001198759
0	NA	LY86	NM_004271.3	NM_004271
0	NA	LY9	NM_002348.3	NM_002348
0	NA	LY96	NM_015364.4	NM_015364
0	NA	LYAR	NM_017816.2	NM_017816
0	NA	LYG1	NM_174898.2	NM_174898
0	NA	LYG2	NM_175735.3	NM_175735
0	NA	LYL1	NM_005583.4	NM_005583
0	NA	LYNX1	NM_177458.1	NM_177458
0	NA	LYPD1	NM_144586.5	NM_144586
0	NA	LYPD2	NM_205545.1	NM_205545
0	NA	LYPD3	NM_014400.2	NM_014400
0	NA	LYPD4	NM_173506.4	NM_173506
0	NA	LYPD5	NM_001031749.2	NM_001031749
0	NA	LYPD6	NM_001195685.1	NM_001195685
0	NA	LYPD6B	NM_177964.3	NM_177964
0	NA	LYPLA1	NM_006330.3	NM_006330
0	NA	LYPLA2	NM_007260.2	NM_007260
0	NA	LYPLAL1	NM_138794.3	NM_138794
0	NA	LYRM1	NM_001128302	NM_001128302
0	NA	LYRM2	NM_020466.4	NM_020466
0	NA	LYRM4	NM_001164840.1	NM_001164840
0	NA	LYRM5	NM_001001660.2	NM_001001660
0	NA	LYRM7	NM_181705.2	NM_181705
0	NA	LYSMD1	NM_212551.4	NM_212551
0	NA	LYSMD2	NM_153374.2	NM_153374
0	NA	LYSMD3	NM_198273.1	NM_198273
0	NA	LYSMD4	NM_152449.2	NM_152449
0	NA	LYST	NM_000081.3	NM_000081
0	NA	LYVE1	NM_006691.3	NM_006691
0	NA	LYZ	NM_000239.2	NM_000239
0	NA	LYZL1	NM_032517.4	NM_032517
0	NA	LYZL2	NM_183058.2	NM_183058
0	NA	LYZL4	NM_144634.2	NM_144634
0	NA	LYZL6	NM_020426.2	NM_020426
0	NA	LZIC	NM_032368.3	NM_032368
0	NA	LZTFL1	NM_020347.3	NM_020347
0	NA	LZTR1	NM_006767.3	NM_006767
0	NA	LZTS1	NM_021020.2	NM_021020
0	NA	LZTS2	NM_032429.2	NM_032429
0	NA	M6PR	NM_002355.3	NM_002355
0	NA	MAB21L1	NM_005584.4	NM_005584
0	NA	MAB21L2	NM_006439.4	NM_006439
0	NA	MAB21L3	NM_152367.2	NM_152367
0	NA	MACC1	NM_182762.3	NM_182762
0	NA	MACF1	NM_012090.5	NM_012090
0	NA	MACROD1	NM_014067.3	NM_014067
0	NA	MACROD2	NM_080676.5	NM_080676
0	NA	MAD1L1	NM_001013837.1	NM_001013837
0	NA	MAD2L1	NM_002358.3	NM_002358
0	NA	MAD2L1BP	NM_014628.2	NM_014628
0	NA	MAD2L2	NM_001127325.1	NM_001127325
0	NA	MADCAM1	NM_130760.2	NM_130760
0	NA	MADD	NM_003682.3	NM_003682
0	NA	MAEA	NM_001017405.1	NM_001017405
0	NA	MAEL	NM_032858.1	NM_032858
0	NA	MAF	NM_005360.4	NM_005360
0	NA	MAF1	NM_032272.4	NM_032272
0	NA	MAFA	NM_201589.3	NM_201589
0	NA	MAFB	NM_005461.4	NM_005461
0	NA	MAFF	NM_012323.3	NM_012323
0	NA	MAFG	NM_032711.3	NM_032711
0	NA	MAFK	NM_002360.3	NM_002360
0	NA	MAG	NM_002361.3	NM_002361
0	NA	MAGEA1	NM_004988.4	NM_004988
0	NA	MAGEA10	NM_021048.4	NM_021048
0	NA	MAGEA11	NM_005366.4	NM_005366
0	NA	MAGEA12	NM_005367.5	NM_005367
0	NA	MAGEA2	NM_005361.2	NM_005361
0	NA	MAGEA3	NM_005362.3	NM_005362
0	NA	MAGEA4	NM_001011548.1	NM_001011548
0	NA	MAGEA5	NM_021049	NM_021049
0	NA	MAGEA6	NM_005363.2	NM_005363
0	NA	MAGEA8	NM_005364.4	NM_005364
0	NA	MAGEA9	NM_005365.4	NM_005365
0	NA	MAGEA9B	NM_001080790.1	NM_001080790
0	NA	MAGEB1	NM_177404.2	NM_177404
0	NA	MAGEB10	NM_182506.3	NM_182506
0	NA	MAGEB16	NM_001099921.1	NM_001099921
0	NA	MAGEB18	NM_173699.3	NM_173699
0	NA	MAGEB2	NM_002364.4	NM_002364
0	NA	MAGEB3	NM_002365.4	NM_002365
0	NA	MAGEB4	NM_002367.3	NM_002367
0	NA	MAGEB6	NM_173523.2	NM_173523
0	NA	MAGEC1	NM_005462.4	NM_005462
0	NA	MAGEC2	NM_016249.3	NM_016249
0	NA	MAGEC3	NM_138702.1	NM_138702
0	NA	MAGED1	NM_001005333.1	NM_001005333
0	NA	MAGED2	NM_177433.1	NM_177433
0	NA	MAGED4B	NM_177535.2	NM_177535
0	NA	MAGEE1	NM_020932.2	NM_020932
0	NA	MAGEE2	NM_138703.4	NM_138703
0	NA	MAGEF1	NM_022149.4	NM_022149
0	NA	MAGEH1	NM_014061.3	NM_014061
0	NA	MAGEL2	NM_019066.4	NM_019066
0	NA	MAGI1	NM_001033057.1	NM_001033057
0	NA	MAGI2	NM_012301.3	NM_012301
0	NA	MAGI3	NM_001142782.1	NM_001142782
0	NA	MAGIX	NM_024859.2	NM_024859
0	NA	MAGOH	NM_002370.3	NM_002370
0	NA	MAGOHB	NM_018048.3	NM_018048
0	NA	MAGT1	NM_032121.5	NM_032121
0	NA	MAK	NM_001242957.1	NM_001242957
0	NA	MAK16	NM_032509.3	NM_032509
0	NA	MAL	NM_002371.3	NM_002371
0	NA	MAL2	NM_052886.2	NM_052886
0	NA	MALL	NM_005434.4	NM_005434
0	NA	MAMDC2	NM_153267.4	NM_153267
0	NA	MAMDC4	NM_206920.2	NM_206920
0	NA	MAML1	NM_014757.4	NM_014757
0	NA	MAML2	NM_032427.1	NM_032427
0	NA	MAML3	NM_018717.4	NM_018717
0	NA	MAMLD1	NM_001177465.2	NM_001177465
0	NA	MAMSTR	NM_001130915.1	NM_001130915
0	NA	MAN1A1	NM_005907.3	NM_005907
0	NA	MAN1A2	NM_006699.3	NM_006699
0	NA	MAN1B1	NM_016219.4	NM_016219
0	NA	MAN1C1	NM_020379.2	NM_020379
0	NA	MAN2A1	NM_002372.2	NM_002372
0	NA	MAN2A2	NM_006122.2	NM_006122
0	NA	MAN2B1	NM_000528.3	NM_000528
0	NA	MAN2B2	NM_015274.1	NM_015274
0	NA	MAN2C1	NM_006715.3	NM_006715
0	NA	MANBA	NM_005908.3	NM_005908
0	NA	MANBAL	NM_001003897.1	NM_001003897
0	NA	MANEA	NM_024641.3	NM_024641
0	NA	MANEAL	NM_001113482.1	NM_001113482
0	NA	MANF	NM_006010.4	NM_006010
0	NA	MANSC1	NM_018050.2	NM_018050
0	NA	MANSC4	NM_001146221.1	NM_001146221
0	NA	MAOA	NM_000240.3	NM_000240
0	NA	MAOB	NM_000898.4	NM_000898
0	NA	MAP1A	NM_002373.5	NM_002373
0	NA	MAP1B	NM_005909.3	NM_005909
0	NA	MAP1LC3A	NM_032514.3	NM_032514
0	NA	MAP1LC3B	NM_022818.4	NM_022818
0	NA	MAP1LC3B2	NM_001085481.1	NM_001085481
0	NA	MAP1LC3C	NM_001004343.2	NM_001004343
0	NA	MAP1S	NM_018174.4	NM_018174
0	NA	MAP2	NM_002374.3	NM_002374
0	NA	MAP2K3	NM_145109.2	NM_145109
0	NA	MAP2K5	NM_145160.2	NM_145160
0	NA	MAP2K6	NM_002758.3	NM_002758
0	NA	MAP2K7	NM_145185.2	NM_145185
0	NA	MAP3K10	NM_002446.3	NM_002446
0	NA	MAP3K11	NM_002419.3	NM_002419
0	NA	MAP3K12	NM_001193511.1	NM_001193511
0	NA	MAP3K15	NM_001001671.3	NM_001001671
0	NA	MAP3K2	NM_006609.4	NM_006609
0	NA	MAP3K3	NM_002401.3	NM_002401
0	NA	MAP3K4	NM_005922.2	NM_005922
0	NA	MAP3K5	NM_005923.3	NM_005923
0	NA	MAP3K6	NM_004672.3	NM_004672
0	NA	MAP3K7	NM_145331.2	NM_145331
0	NA	MAP3K8	NM_001244134.1	NM_001244134
0	NA	MAP3K9	NM_033141.2	NM_033141
0	NA	MAP4	NM_002375.4	NM_002375
0	NA	MAP4K1	NM_001042600.1	NM_001042600
0	NA	MAP4K2	NM_004579.3	NM_004579
0	NA	MAP4K3	NM_003618.3	NM_003618
0	NA	MAP4K4	NM_145686.3	NM_145686
0	NA	MAP4K5	NM_198794.2	NM_198794
0	NA	MAP6	NM_033063.1	NM_033063
0	NA	MAP6D1	NM_024871.2	NM_024871
0	NA	MAP7	NM_001198609.1	NM_001198609
0	NA	MAP7D1	NM_018067.3	NM_018067
0	NA	MAP7D2	NM_001168465.1	NM_001168465
0	NA	MAP7D3	NM_024597.3	NM_024597
0	NA	MAP9	NM_001039580.1	NM_001039580
0	NA	MAPK10	NM_002753.3	NM_002753
0	NA	MAPK11	NM_002751.5	NM_002751
0	NA	MAPK12	NM_002969.3	NM_002969
0	NA	MAPK13	NM_002754.4	NM_002754
0	NA	MAPK14	NM_139012.2	NM_139012
0	NA	MAPK15	NM_139021.2	NM_139021
0	NA	MAPK1IP1L	NM_144578.3	NM_144578
0	NA	MAPK4	NM_002747.3	NM_002747
0	NA	MAPK6	NM_002748.3	NM_002748
0	NA	MAPK7	NM_002749.3	NM_002749
0	NA	MAPK8	NM_139049.2	NM_139049
0	NA	MAPK8IP1	NM_005456.3	NM_005456
0	NA	MAPK8IP2	NM_016431.3	NM_016431
0	NA	MAPK8IP3	NM_015133.3	NM_015133
0	NA	MAPK9	NM_002752.4	NM_002752
0	NA	MAPKAPK2	NM_032960.3	NM_032960
0	NA	MAPKAPK3	NM_001243925.1	NM_001243925
0	NA	MAPKAPK5	NM_139078.2	NM_139078
0	NA	MAPKBP1	NM_001128608.1	NM_001128608
0	NA	MAPRE1	NM_012325.2	NM_012325
0	NA	MAPRE2	NM_001143827.2	NM_001143827
0	NA	MAPRE3	NM_012326.2	NM_012326
0	NA	MAPT	NM_001123066.3	NM_001123066
0	NA	1-Mar	NM_022746.3	NM_022746
0	NA	2-Mar	NM_017898.3	NM_017898
0	NA	1-Mar	NM_001166373.1	NM_001166373
0	NA	10-Mar	NM_152598.2	NM_152598
0	NA	11-Mar	NM_001102562.1	NM_001102562
0	NA	2-Mar	NM_001005415.1	NM_001005415
0	NA	3-Mar	NM_178450.4	NM_178450
0	NA	4-Mar	NM_020814.2	NM_020814
0	NA	5-Mar	NM_017824.4	NM_017824
0	NA	6-Mar	NM_005885.3	NM_005885
0	NA	7-Mar	NM_022826.2	NM_022826
0	NA	8-Mar	NM_001002266.1	NM_001002266
0	NA	9-Mar	NM_138396.5	NM_138396
0	NA	MARCKS	NM_002356.5	NM_002356
0	NA	MARCKSL1	NM_023009.6	NM_023009
0	NA	MARCO	NM_006770.3	NM_006770
0	NA	MARK1	NM_018650.3	NM_018650
0	NA	MARK2	NM_001039469.2	NM_001039469
0	NA	MARK3	NM_001128918.1	NM_001128918
0	NA	MARK4	NM_001199867.1	NM_001199867
0	NA	MARS	NM_004990.3	NM_004990
0	NA	MARS2	NM_138395.3	NM_138395
0	NA	MARVELD1	NM_031484.3	NM_031484
0	NA	MARVELD2	NM_001038603.2	NM_001038603
0	NA	MARVELD3	NM_001017967.3	NM_001017967
0	NA	MAS1	NM_002377.2	NM_002377
0	NA	MAS1L	NM_052967.1	NM_052967
0	NA	MASP1	NM_139125.3	NM_139125
0	NA	MASP2	NM_006610.3	NM_006610
0	NA	MAST1	NM_014975.2	NM_014975
0	NA	MAST2	NM_015112.2	NM_015112
0	NA	MAST3	NM_015016.1	NM_015016
0	NA	MAST4	NM_001164664.1	NM_001164664
0	NA	MASTL	NM_001172303.1	NM_001172303
0	NA	MAT1A	NM_000429.2	NM_000429
0	NA	MAT2A	NM_005911.5	NM_005911
0	NA	MAT2B	NM_013283.4	NM_013283
0	NA	MATK	NM_139355.2	NM_139355
0	NA	MATN1	NM_002379.3	NM_002379
0	NA	MATN2	NM_002380.3	NM_002380
0	NA	MATN3	NM_002381.4	NM_002381
0	NA	MATN4	NM_003833.4	NM_003833
0	NA	MATR3	NM_018834.5	NM_018834
0	NA	MAU2	NM_015329.3	NM_015329
0	NA	MAVS	NM_020746.4	NM_020746
0	NA	MAZ	NM_001042539.2	NM_001042539
0	NA	MB	NM_005368.2	NM_005368
0	NA	MB21D1	NM_138441.2	NM_138441
0	NA	MB21D2	NM_178496.3	NM_178496
0	NA	MBD1	NM_001204136.1	NM_001204136
0	NA	MBD2	NM_003927.4	NM_003927
0	NA	MBD3	NM_003926	NM_003926
0	NA	MBD3L1	NM_145208.2	NM_145208
0	NA	MBD3L2	NM_144614.3	NM_144614
0	NA	MBD3L3	NM_001164425.1	NM_001164425
0	NA	MBD3L4	NM_001164419.1	NM_001164419
0	NA	MBD3L5	NM_001136507.1	NM_001136507
0	NA	MBD4	NM_003925.2	NM_003925
0	NA	MBD5	NM_018328.4	NM_018328
0	NA	MBD6	NM_052897.3	NM_052897
0	NA	MBIP	NM_016586.2	NM_016586
0	NA	MBL2	NM_000242.2	NM_000242
0	NA	MBLAC1	NM_203397.1	NM_203397
0	NA	MBLAC2	NM_203406.1	NM_203406
0	NA	MBNL1	NM_207293.1	NM_207293
0	NA	MBNL2	NM_144778.3	NM_144778
0	NA	MBNL3	NM_018388.3	NM_018388
0	NA	MBOAT1	NM_001080480.2	NM_001080480
0	NA	MBOAT2	NM_138799.2	NM_138799
0	NA	MBOAT4	NM_001100916.1	NM_001100916
0	NA	MBOAT7	NM_024298.3	NM_024298
0	NA	MBP	NM_001025101.1	NM_001025101
0	NA	MBTD1	NM_017643.2	NM_017643
0	NA	MBTPS1	NM_003791.2	NM_003791
0	NA	MBTPS2	NM_015884.3	NM_015884
0	NA	MC2R	NM_000529.2	NM_000529
0	NA	MC3R	NM_019888.3	NM_019888
0	NA	MC4R	NM_005912.2	NM_005912
0	NA	MC5R	NM_005913.2	NM_005913
0	NA	MCAM	NM_006500.2	NM_006500
0	NA	MCAT	NM_173467.4	NM_173467
0	NA	MCC	NM_001085377.1	NM_001085377
0	NA	MCCC1	NM_020166.3	NM_020166
0	NA	MCCC2	NM_022132.4	NM_022132
0	NA	MCCD1	NM_001011700.2	NM_001011700
0	NA	MCEE	NM_032601.3	NM_032601
0	NA	MCF2	NM_001171876.1	NM_001171876
0	NA	MCF2L	NM_001112732.2	NM_001112732
0	NA	MCF2L2	NM_015078.2	NM_015078
0	NA	MCFD2	NM_001171507.2	NM_001171507
0	NA	MCHR1	NM_005297.3	NM_005297
0	NA	MCHR2	NM_032503.2	NM_032503
0	NA	MCM10	NM_182751.2	NM_182751
0	NA	MCM2	NM_004526.3	NM_004526
0	NA	MCM3	NM_002388.4	NM_002388
0	NA	MCM3AP	NM_003906.3	NM_003906
0	NA	MCM4	NM_005914.3	NM_005914
0	NA	MCM5	NM_006739.3	NM_006739
0	NA	MCM6	NM_005915.5	NM_005915
0	NA	MCM7	NM_005916.4	NM_005916
0	NA	MCM8	NM_032485.5	NM_032485
0	NA	MCM9	NM_017696.2	NM_017696
0	NA	MCMBP	NM_024834.3	NM_024834
0	NA	MCOLN1	NM_020533.2	NM_020533
0	NA	MCOLN2	NM_153259.2	NM_153259
0	NA	MCOLN3	NM_018298.10	NM_018298
0	NA	MCPH1	NM_024596.3	NM_024596
0	NA	MCRS1	NM_001012300.1	NM_001012300
0	NA	MCTP1	NM_024717.4	NM_024717
0	NA	MCTP2	NM_018349.3	NM_018349
0	NA	MCTS1	NM_014060.2	NM_014060
0	NA	MCU	NM_138357.2	NM_138357
0	NA	MDFI	NM_005586.3	NM_005586
0	NA	MDFIC	NM_001166345.1	NM_001166345
0	NA	MDGA1	NM_153487.3	NM_153487
0	NA	MDGA2	NM_001113498.2	NM_001113498
0	NA	MDH1	NM_001199111.1	NM_001199111
0	NA	MDH1B	NM_001039845.1	NM_001039845
0	NA	MDH2	NM_005918.2	NM_005918
0	NA	MDK	NM_001012334.2	NM_001012334
0	NA	MDM1	NM_017440.4	NM_017440
0	NA	MDN1	NM_014611.1	NM_014611
0	NA	ME1	NM_002395.4	NM_002395
0	NA	ME2	NM_002396.4	NM_002396
0	NA	ME3	NM_001014811.1	NM_001014811
0	NA	MEA1	NM_014623.2	NM_014623
0	NA	MEAF6	NM_022756.5	NM_022756
0	NA	MECOM	NM_004991.3	NM_004991
0	NA	MECP2	NM_001110792.1	NM_001110792
0	NA	MECR	NM_016011.2	NM_016011
0	NA	MED1	NM_004774.3	NM_004774
0	NA	MED10	NM_032286.2	NM_032286
0	NA	MED11	NM_001001683.2	NM_001001683
0	NA	MED12L	NM_053002.4	NM_053002
0	NA	MED13	NM_005121.2	NM_005121
0	NA	MED13L	NM_015335.4	NM_015335
0	NA	MED14	NM_004229.3	NM_004229
0	NA	MED15	NM_015889.3	NM_015889
0	NA	MED16	NM_005481.2	NM_005481
0	NA	MED17	NM_004268.4	NM_004268
0	NA	MED18	NM_001127350.1	NM_001127350
0	NA	MED19	NM_153450.1	NM_153450
0	NA	MED20	NM_004275.3	NM_004275
0	NA	MED21	NM_004264.4	NM_004264
0	NA	MED22	NM_133640.4	NM_133640
0	NA	MED23	NM_004830.3	NM_004830
0	NA	MED24	NM_014815.3	NM_014815
0	NA	MED25	NM_030973.3	NM_030973
0	NA	MED26	NM_004831.3	NM_004831
0	NA	MED27	NM_004269.3	NM_004269
0	NA	MED28	NM_025205.3	NM_025205
0	NA	MED29	NM_017592.1	NM_017592
0	NA	MED30	NM_080651.2	NM_080651
0	NA	MED31	NM_016060.2	NM_016060
0	NA	MED4	NM_014166.3	NM_014166
0	NA	MED6	NM_005466.2	NM_005466
0	NA	MED7	NM_004270.4	NM_004270
0	NA	MED8	NM_052877.4	NM_052877
0	NA	MED9	NM_018019.2	NM_018019
0	NA	MEF2A	NM_005587.2	NM_005587
0	NA	MEF2BNB	NM_001145784.1	NM_001145784
0	NA	MEF2C	NM_001193347.1	NM_001193347
0	NA	MEF2D	NM_005920.3	NM_005920
0	NA	MEFV	NM_000243.2	NM_000243
0	NA	MEGF10	NM_032446.2	NM_032446
0	NA	MEGF11	NM_032445.2	NM_032445
0	NA	MEGF6	NM_001409.3	NM_001409
0	NA	MEGF8	NM_001410.2	NM_001410
0	NA	MEGF9	NM_001080497.2	NM_001080497
0	NA	MEI1	NM_152513.3	NM_152513
0	NA	MEIG1	NM_001080836.2	NM_001080836
0	NA	MEIS1	NM_002398.2	NM_002398
0	NA	MEIS2	NM_170675.4	NM_170675
0	NA	MEIS3	NM_020160.2	NM_020160
0	NA	MELK	NM_014791.3	NM_014791
0	NA	MEMO1	NM_015955.2	NM_015955
0	NA	MEOX1	NM_004527.3	NM_004527
0	NA	MEOX2	NM_005924.4	NM_005924
0	NA	MEP1A	NM_005588.2	NM_005588
0	NA	MEP1B	NM_005925.2	NM_005925
0	NA	MEPCE	NM_019606.5	NM_019606
0	NA	MEPE	NM_020203.3	NM_020203
0	NA	MERTK	NM_006343.2	NM_006343
0	NA	MESDC1	NM_022566.2	NM_022566
0	NA	MESDC2	NM_015154.1	NM_015154
0	NA	MESP1	NM_018670.3	NM_018670
0	NA	MESP2	NM_001039958.1	NM_001039958
0	NA	MEST	NM_002402.3	NM_002402
